Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name	Mouse gene stable ID	Mouse chromosome/scaffold name	Mouse chromosome/scaffold start (bp)	Mouse chromosome/scaffold end (bp)	Mouse gene name
ENSG00000204571	71581855	71603353	KRTAP5-11	11					
ENSG00000296759	135528466	135529167		9					
ENSG00000296795	6069058	6071093		9					
ENSG00000236404	2301072	2622457	VLDLR-AS1	9					
ENSG00000177947	196761	200261	CIMAP1A	11	ENSMUSG00000025482	7	140427718	140430931	Cimap1a
ENSG00000176472	43525497	43536130	ZNF575	19	ENSMUSG00000066721	7	24283263	24287066	Zfp575
ENSG00000184261	47509290	47570985	KCNK12	2	ENSMUSG00000050138	17	88053229	88105422	Kcnk12
ENSG00000236535	174009267	174016206	RC3H1-IT1	1					
ENSG00000118156	47520690	47573148	ZNF541	19	ENSMUSG00000078796	7	15795739	15830259	Zfp541
ENSG00000225713	174090136	174090474	RPL30P1	1					
ENSG00000275423	47989625	47990526	VN1R18P	2					
ENSG00000215867	111648291	111649544	KRT18P57	1					
ENSG00000201028	111650431	111650537	RNU6-151P	1					
ENSG00000197852	111680630	111755824	INKA2	1	ENSMUSG00000048458	3	105611915	105628158	Inka2
ENSG00000138081	47789316	47906498	FBXO11	2	ENSMUSG00000005371	17	88298287	88372719	Fbxo11
ENSG00000185627	236966	252984	PSMD13	11	ENSMUSG00000025487	7	140461881	140478556	Psmd13
ENSG00000284830	111745299	111755537		1					
ENSG00000232558	111853762	111856905	KCND3-IT1	1					
ENSG00000237556	111909336	111910931	KCND3-AS1	1					
ENSG00000276600	205976740	206003461	RAB7B	1	ENSMUSG00000052688	1	131616433	131643177	Rab7b
ENSG00000276588	47581023	47581321	RN7SL322P	19					
ENSG00000179168	38384267	38388082	GGN	19	ENSMUSG00000031493	7	28869635	28873401	Ggn
ENSG00000228548	226668897	226676345	ITPKB-AS1	1					
ENSG00000214814	123851987	124120061	FER1L6	8	ENSMUSG00000037106	15	58381897	58536941	Fer1l6
ENSG00000238183	226781501	226781744	RPS27P5	1					
ENSG00000228525	226958069	226958267		1					
ENSG00000233706	226992140	226993206		1					
ENSG00000287532	227123895	227132394		1					
ENSG00000270149	160997957	161038962		1					
ENSG00000267090	38385522	38386759		19					
ENSG00000188766	38388421	38399587	SPRED3	19	ENSMUSG00000037239	7	28858254	28869836	Spred3
ENSG00000296869	2407738	2454267		9					
ENSG00000177311	141324213	141449792	ZBTB38	3	ENSMUSG00000040433	9	96564823	96634884	Zbtb38
ENSG00000296890	2506480	2510081		9					
ENSG00000296898	93354736	93364645		9					
ENSG00000237886	136546162	136552541	NALT1	9					
ENSG00000261787	66946501	66962591	TCF24	8	ENSMUSG00000099032	1	10030388	10038157	Tcf24
ENSG00000232879	161034834	161035006	GLRX5P2	1					
ENSG00000253223	66984135	66986187		8					
ENSG00000221394	179798278	179798346	MIR1229	5					
ENSG00000215845	161037631	161038977	TSTD1	1	ENSMUSG00000103711	1	171246440	171247920	Tstd1
ENSG00000121022	67043079	67083783	COPS5	8	ENSMUSG00000025917	1	10094826	10108393	Cops5
ENSG00000161011	179806398	179838078	SQSTM1	5	ENSMUSG00000015837	11	50090193	50101654	Sqstm1
ENSG00000189190	52749942	52786807	ZNF600	19					
ENSG00000182986	52860851	52897693	ZNF320	19					
ENSG00000158773	161039251	161045977	USF1	1	ENSMUSG00000026641	1	171238881	171246710	Usf1
ENSG00000296941	62671185	62676194		9					
ENSG00000296984	115494707	115496567		9					
ENSG00000297028	114233616	114234158		9					
ENSG00000297063	30991841	31047862		9					
ENSG00000202429	127472234	127472415	RNU4-48P	2	ENSMUSG00002075228	9	75878226	75878309	Gm54699
ENSG00000297079	104111451	104748385		9					
ENSG00000172071	88556741	88691518	EIF2AK3	2	ENSMUSG00000031668	6	70821499	70882229	Eif2ak3
ENSG00000268480	8630633	8681151	NFILZ	19	ENSMUSG00000117495	17	33686824	33687660	Nfilz
ENSG00000273025	72266746	72319946		15					
ENSG00000179846	45149744	45160982	NKPD1	19	ENSMUSG00000060621	7	19251763	19258981	Nkpd1
ENSG00000259933	2091436	2095433	PKD1-AS1	16					
ENSG00000297101	104667134	104688875		9					
ENSG00000297108	126127048	126149150		9					
ENSG00000163946	56620132	56683265	TASOR	3	ENSMUSG00000040651	14	27150791	27205512	Tasor
ENSG00000140488	72284727	72320157	CELF6	15	ENSMUSG00000032297	9	59485200	59514575	Celf6
ENSG00000166800	18455824	18479601	LDHAL6A	11					
ENSG00000261123	2094830	2097026		16					
ENSG00000297111	136960289	136977143		9					
ENSG00000228674	50927079	50927571	PPIAP59	19					
ENSG00000284008	2106669	2106753	MIR6511B1	16					
ENSG00000260447	2119207	2120248		16					
ENSG00000293400	104270217	104286955		9					
ENSG00000200059	2131851	2131950	Y_RNA	16					
ENSG00000265867	2133119	2133204	MIR4516	16					
ENSG00000167754	50943303	50953093	KLK5	19	ENSMUSG00000074155	7	43491395	43500605	Klk5
ENSG00000264397	2135977	2136129	MIR3180-5	16					
ENSG00000167964	2140803	2154165	RAB26	16	ENSMUSG00000079657	17	24746215	24753184	Rab26
ENSG00000198454	136969243	136972890	LINC02692	9					
ENSG00000252637	67099302	67099425	RNA5SP268	8					
ENSG00000250869	67133554	67135911		8					
ENSG00000297129	134530351	134531509		9					
ENSG00000297139	104201624	104202371		9					
ENSG00000066777	67173511	67343781	ARFGEF1	8	ENSMUSG00000067851	1	10207796	10302895	Arfgef1
ENSG00000204250	102519636	102657514	LINC00587	9					
ENSG00000111247	4538798	4560047	RAD51AP1	12	ENSMUSG00000030346	6	126900013	126916550	Rad51ap1
ENSG00000297230	38901031	38904812		9					
ENSG00000297241	128604939	128607698		9					
ENSG00000297263	89501221	89501668		9					
ENSG00000297301	135961541	135973923		9					
ENSG00000297325	34630964	34633190		9					
ENSG00000110171	6448613	6474459	TRIM3	11	ENSMUSG00000036989	7	105253670	105282778	Trim3
ENSG00000297333	100805641	100856031		9					
ENSG00000297341	9201320	9220169		9					
ENSG00000297364	86807814	86811242		9					
ENSG00000297431	79674305	79686789		9					
ENSG00000297458	42031763	42080867		9					
ENSG00000297467	138060354	138061141		9					
ENSG00000297470	95606378	95607684		9					
ENSG00000161010	179835133	179862173	MRNIP	5	ENSMUSG00000020381	11	50065271	50090942	Mrnip
ENSG00000297474	77034864	77055163		9					
ENSG00000275239	41657708	41699104	FAM242F	9					
ENSG00000186517	161046946	161069970	ARHGAP30	1	ENSMUSG00000048865	1	171216522	171237866	Arhgap30
ENSG00000260729	72284727	72375981		15					
ENSG00000297491	129437338	129438541		9					
ENSG00000297510	41953277	41961548		9					
ENSG00000243007	72379215	72379710	RPL12P35	15					
ENSG00000297528	125407921	125425128		9					
ENSG00000297553	125410419	125412778		9					
ENSG00000179361	74541206	74598131	ARID3B	15	ENSMUSG00000004661	9	57697636	57744076	Arid3b
ENSG00000297562	26978026	26992949		9					
ENSG00000275297	41606953	41970697		9					
ENSG00000269495	50950185	50963649		19					
ENSG00000206630	2155023	2155105	SNORD60	16	ENSMUSG00000064768	17	24747450	24747527	Snord60
ENSG00000167755	50958631	50969673	KLK6	19	ENSMUSG00000050063	7	43473923	43481454	Klk6
ENSG00000281010	2155025	2155104		16					
ENSG00000260919	74613194	74615596		15					
ENSG00000252931	85821855	85821957	RNU6-231P	15					
ENSG00000264406	85825635	85825730	MIR548AP	15					
ENSG00000259608	85958717	85958971		15					
ENSG00000131653	2155698	2178129	TRAF7	16	ENSMUSG00000052752	17	24727536	24746912	Traf7
ENSG00000252964	86138269	86138379	RNA5SP400	15					
ENSG00000261077	86139838	86140240		15					
ENSG00000200206	86173198	86173270		15	ENSMUSG00000064440	1	160862964	160863043	Gm26224
ENSG00000259734	86630266	86631136		15					
ENSG00000259636	86932880	86946331		15					
ENSG00000273540	86079871	87049169	AGBL1	15	ENSMUSG00000025754	7	75879635	76774446	Agbl1
ENSG00000241456	151427683	151439124		7					
ENSG00000127377	151428832	151440813	CRYGN	7	ENSMUSG00000038135	5	24956001	24963006	Crygn
ENSG00000297576	60962182	60984101		9					
ENSG00000234676	26955771	26956701	IFT74-AS1	9					
ENSG00000297591	41647488	41649358		9					
ENSG00000276422	60943311	60964196		9					
ENSG00000265810	151433489	151433639	MIR3907	7					
ENSG00000241959	151464650	151464938	RN7SL76P	7					
ENSG00000211450	57741491	57743554	SELENOH	11	ENSMUSG00000076437	2	84499559	84501114	Selenoh
ENSG00000203993	137615326	137618906	ARRDC1-AS1	9					
ENSG00000106615	151466012	151520120	RHEB	7	ENSMUSG00000028945	5	25007821	25047622	Rheb
ENSG00000114124	141763408	141819352	GRK7	3					
ENSG00000110492	46380756	46383837	MDK	11	ENSMUSG00000027239	2	91760150	91762642	Mdk
ENSG00000143217	161070998	161089558	NECTIN4	1	ENSMUSG00000006411	1	171197667	171216166	Nectin4
ENSG00000224935	12098650	12159148		9					
ENSG00000128872	51751597	51816363	TMOD2	15	ENSMUSG00000032186	9	75472903	75518607	Tmod2
ENSG00000188452	181535041	181680665	CERKL	2	ENSMUSG00000075256	2	79160887	79287129	Cerkl
ENSG00000297603	41679021	41680639		9					
ENSG00000236849	72863466	72874178	LINC01474	9					
ENSG00000131389	14402576	14489349	SLC6A6	3	ENSMUSG00000030096	6	91661034	91736047	Slc6a6
ENSG00000279676	50962197	50962781		19					
ENSG00000169035	50976468	50984099	KLK7	19	ENSMUSG00000030713	7	43460718	43465783	Klk7
ENSG00000290788	32005636	32008451		6					
ENSG00000290923	40900523	41074965	PGM5P2	9					
ENSG00000240132	151501878	151503463	ETF1P2	7					
ENSG00000162755	161098361	161100346	KLHDC9	1	ENSMUSG00000045259	1	171186014	171188366	Klhdc9
ENSG00000213066	166999174	167052718	CEP43	6	ENSMUSG00000069135	17	8384333	8415636	Cep43
ENSG00000106617	151556124	151877214	PRKAG2	7	ENSMUSG00000028944	5	25067742	25305640	Prkag2
ENSG00000010219	4562208	4615302	DYRK4	12	ENSMUSG00000030345	6	126852983	126898802	Dyrk4
ENSG00000260007	68184032	68229718		15					
ENSG00000143256	161100556	161118055	PFDN2	1	ENSMUSG00000006412	1	171173238	171186822	Pfdn2
ENSG00000297611	38378401	38381205		9					
ENSG00000128973	68206992	68257211	CLN6	15	ENSMUSG00000032245	9	62746067	62759288	Cln6
ENSG00000297615	97387186	97394280		9					
ENSG00000232283	96246462	96257179	HSD17B3-AS1	9					
ENSG00000297621	41657334	41658523		9					
ENSG00000297622	72863886	72871018		9					
ENSG00000297623	80384669	80385699		9					
ENSG00000225376	101468345	101482199	TMEM246-AS1	9					
ENSG00000287214	67313043	67314637		8					
ENSG00000130598	1838981	1841680	TNNI2	11	ENSMUSG00000031097	7	141995545	141998147	Tnni2
ENSG00000158793	161118086	161125445	NIT1	1	ENSMUSG00000013997	1	171165576	171173214	Nit1
ENSG00000179134	39342421	39385710	SAMD4B	19	ENSMUSG00000109336	7	28098947	28135652	Samd4b
ENSG00000291075	40992065	41090006	FRG1HP	9					
ENSG00000181135	143684452	143713898	ZNF707	8					
ENSG00000222448	179845832	179846152	RN7SKP150	5					
ENSG00000252202	179847035	179847130	Y_RNA	5					
ENSG00000164330	158695920	159099916	EBF1	5	ENSMUSG00000057098	11	44508144	44898918	Ebf1
ENSG00000272980	166999336	167139138		6					
ENSG00000256748	4601991	4603420		12					
ENSG00000272921	4604944	4662643		12					
ENSG00000111254	4615508	4649051	AKAP3	12	ENSMUSG00000030344	6	126830061	126851271	Akap3
ENSG00000167971	2177180	2196605	CASKIN1	16	ENSMUSG00000033597	17	24707575	24727645	Caskin1
ENSG00000142186	65525077	65538704	SCYL1	11	ENSMUSG00000024941	19	5808379	5821447	Scyl1
ENSG00000152818	144285335	144853034	UTRN	6	ENSMUSG00000019820	10	12257932	12745109	Utrn
ENSG00000125734	6729914	6737580	GPR108	19	ENSMUSG00000005823	17	57541635	57555446	Gpr108
ENSG00000188729	191199241	191265615	OSTN	3	ENSMUSG00000052276	16	27126239	27169962	Ostn
ENSG00000162992	181668295	181680827	NEUROD1	2	ENSMUSG00000034701	2	79282865	79287095	Neurod1
ENSG00000256799	4635349	4636140		12					
ENSG00000256381	4645496	4648027		12					
ENSG00000139180	4649095	4694317	NDUFA9	12	ENSMUSG00000000399	6	126798684	126826099	Ndufa9
ENSG00000144591	219498865	219513898	GMPPA	2	ENSMUSG00000033021	1	75412574	75419823	Gmppa
ENSG00000168386	99828811	100114513	FILIP1L	3	ENSMUSG00000043336	16	57173456	57393489	Filip1l
ENSG00000167965	2204248	2209453	MLST8	16	ENSMUSG00000024142	17	24692525	24698052	Mlst8
ENSG00000252117	44927600	44927703	RNU6-1108P	15					
ENSG00000252475	44962830	44962933	RNU6-1332P	15					
ENSG00000252288	44973558	44973661	RNU6-966P	15					
ENSG00000212550	45002864	45003028	RNU1-78P	15	ENSMUSG00000064677	7	127660877	127661032	Gm22809
ENSG00000212550	45002864	45003028	RNU1-78P	15	ENSMUSG00000065881	9	90234048	90234224	Gm22866
ENSG00000259742	44914802	44930622		15					
ENSG00000158796	161120974	161132688	DEDD	1	ENSMUSG00000013973	1	171156713	171169899	Dedd
ENSG00000259231	44919376	44920820		15					
ENSG00000167014	44956687	44979229	TERB2	15	ENSMUSG00000027229	2	122016753	122036878	Terb2
ENSG00000181789	129249606	129277773	COPG1	3	ENSMUSG00000030058	6	87864796	87890577	Copg1
ENSG00000182132	170353487	170736632	KCNIP1	5	ENSMUSG00000053519	11	33579339	33943152	Kcnip1
ENSG00000259304	44970035	44971178		15					
ENSG00000205363	73735458	73753351	INSYN1	15	ENSMUSG00000066607	9	58395886	58407063	Insyn1
ENSG00000178997	41182725	41230757	EXD1	15	ENSMUSG00000048647	2	119346986	119378108	Exd1
ENSG00000255639	4649101	4774184		12					
ENSG00000255474	4700417	4720102	GAU1	12					
ENSG00000130035	4720400	4851927	GALNT8	12					
ENSG00000243708	41837775	41848147	PLA2G4B	15	ENSMUSG00000098488	2	119863898	119873511	Pla2g4b
ENSG00000204209	33318558	33323016	DAXX	6	ENSMUSG00000002307	17	34128388	34134564	Daxx
ENSG00000242048	151806490	151810820	PRKAG2-AS2	7					
ENSG00000212219	151900275	151900374	RNU6-604P	7					
ENSG00000222941	151916331	151916418	Y_RNA	7					
ENSG00000243317	135662496	135693418	STMP1	7	ENSMUSG00000073155	6	35229589	35240431	Stmp1
ENSG00000238934	161141208	161141336		1	ENSMUSG00000089255	17	24938650	24938777	Snora78
ENSG00000256988	4804499	4830747		12					
ENSG00000151079	4809334	4813318	KCNA6	12	ENSMUSG00000038077	6	126685292	126717637	Kcna6
ENSG00000255608	4838955	4842675		12					
ENSG00000111262	4909905	4918256	KCNA1	12	ENSMUSG00000047976	6	126617360	126623347	Kcna1
ENSG00000278658	129272146	129272243	MIR6826	3					
ENSG00000137871	56630176	56734086	ZNF280D	15	ENSMUSG00000038535	9	72182142	72271059	Zfp280d
ENSG00000196188	206008535	206023909	CTSE	1	ENSMUSG00000004552	1	131566044	131603243	Ctse
ENSG00000212303	135665599	135665702	RNU6-1154P	7					
ENSG00000183624	129278828	129306186	HMCES	3	ENSMUSG00000030060	6	87890917	87913611	Hmces
ENSG00000164707	135681231	135729258	SLC13A4	7	ENSMUSG00000029843	6	35244892	35285066	Slc13a4
ENSG00000177990	63558913	63668939	DPY19L2	12	ENSMUSG00000085576	9	24468343	24607589	Dpy19l2
ENSG00000181097	143696154	143698413	LINC02878	8					
ENSG00000253858	170483806	170486407		5					
ENSG00000253591	170639158	170681437	KCNIP1-AS1	5					
ENSG00000255181	143706694	143708109	CCDC166	8					
ENSG00000254574	143709007	143713584		8					
ENSG00000094755	170763350	170814047	GABRP	5	ENSMUSG00000020159	11	33500781	33528959	Gabrp
ENSG00000181085	143716340	143722458	MAPK15	8	ENSMUSG00000063704	15	75865618	75871003	Mapk15
ENSG00000163050	226940286	226987544	COQ8A	1	ENSMUSG00000026489	1	179992803	180027167	Coq8a
ENSG00000172845	173880850	173965373	SP3	2	ENSMUSG00000027109	2	72766771	72810790	Sp3
ENSG00000254415	51639478	51646825	SIGLEC14	19					
ENSG00000249753	63623788	63795718		12					
ENSG00000254548	143718246	143718891		8					
ENSG00000257005	63651627	63651930		12					
ENSG00000180921	143723933	143738234	FAM83H	8	ENSMUSG00000046761	15	75872942	75886185	Fam83h
ENSG00000196935	63843761	64162217	SRGAP1	12	ENSMUSG00000020121	10	121616896	121883220	Srgap1
ENSG00000105261	36111143	36113711	OVOL3	19	ENSMUSG00000100512	7	29932864	29935150	Ovol3
ENSG00000099625	1228287	1238027	CBARP	19	ENSMUSG00000035640	10	79966285	79976669	Cbarp
ENSG00000265660	143733083	143733153	MIR4664	8					
ENSG00000254973	143758153	143771870		8					
ENSG00000273219	135704537	135704841		7					
ENSG00000189320	135728348	135748813	FAM180A	7	ENSMUSG00000047420	6	35289603	35303076	Fam180a
ENSG00000151914	56457987	56954830	DST	6	ENSMUSG00000026131	1	33947306	34347742	Dst
ENSG00000248916	129323046	129325426	NUP210P3	3					
ENSG00000270492	129334586	129335074	MARK2P3	3					
ENSG00000270773	129345411	129346164	MARK2P19	3					
ENSG00000207088	129397210	129397348	SNORA7B	3	ENSMUSG00000064563	6	115784936	115785075	Snora7a
ENSG00000180900	143790920	143815773	SCRIB	8	ENSMUSG00000022568	15	75919007	75941633	Scrib
ENSG00000129071	129430947	129440179	MBD4	3	ENSMUSG00000030322	6	115817658	115830332	Mbd4
ENSG00000105887	135926760	135977359	MTPN	7	ENSMUSG00000029840	6	35485841	35516823	Mtpn
ENSG00000019144	118606440	118658031	PHLDB1	11	ENSMUSG00000048537	9	44597601	44646495	Phldb1
ENSG00000144407	208359714	208854503	PTH2R	2	ENSMUSG00000025946	1	65321215	65428403	Pth2r
ENSG00000199700	135960703	135960809	RNU6-223P	7	ENSMUSG00000064644	14	118822451	118822550	Gm23302
ENSG00000091732	130018287	130051401	ZC3HC1	7	ENSMUSG00000039130	6	30366379	30391027	Zc3hc1
ENSG00000213793	52904415	52923470	ZNF888	19					
ENSG00000170909	54094668	54102692	OSCAR	19	ENSMUSG00000054594	7	3612812	3619156	Oscar
ENSG00000109572	169612633	169723673	CLCN3	4	ENSMUSG00000004319	8	61363423	61436334	Clcn3
ENSG00000242087	63871739	63872044	RPL36AP41	12					
ENSG00000256571	63878787	63879474		12					
ENSG00000256399	63887379	63888598		12					
ENSG00000255780	64032412	64032665		12					
ENSG00000235549	38958275	38958925	EIF1P2	1					
ENSG00000199740	50939927	50940026	Y_RNA	12					
ENSG00000272028	51014134	51014241	RNU6-87P	12					
ENSG00000199903	51037499	51037602	RNU6-1273P	12					
ENSG00000297650	11090984	11108349		9					
ENSG00000200953	51156868	51156977	Y_RNA	12					
ENSG00000199824	51162901	51163007	RNU6-199P	12					
ENSG00000297663	82646158	82701384		9					
ENSG00000185432	50923472	50932510	TMT1A	12	ENSMUSG00000058057	15	100232810	100238256	Tmt1a3
ENSG00000185432	50923472	50932510	TMT1A	12	ENSMUSG00000054619	15	100202021	100226543	Tmt1a
ENSG00000185432	50923472	50932510	TMT1A	12	ENSMUSG00000056487	15	100251081	100259721	Tmt1a2
ENSG00000297681	82682848	82706032		9					
ENSG00000297682	40944042	40950960		9					
ENSG00000174574	38991276	39006059	AKIRIN1	1	ENSMUSG00000023075	4	123628352	123644138	Akirin1
ENSG00000297687	136563650	136573462		9					
ENSG00000244501	170866835	170867144	RN7SL623P	5					
ENSG00000253966	170896929	170904461		5					
ENSG00000182836	41306952	41510601	PLCXD3	5	ENSMUSG00000049148	15	4404973	4605035	Plcxd3
ENSG00000297688	127242257	127245222		9					
ENSG00000288702	233729042	233773300	UGT1A3	2	ENSMUSG00000090171	1	88128323	88146719	Ugt1a2
ENSG00000288702	233729042	233773300	UGT1A3	2	ENSMUSG00000089943	1	88093734	88146719	Ugt1a5
ENSG00000297691	119430139	119969276		9					
ENSG00000213755	79510434	79510919	RPL29P15	5					
ENSG00000071575	12716910	12742734	TRIB2	2	ENSMUSG00000020601	12	15841728	15866923	Trib2
ENSG00000243160	79529302	79530093	RPL7AP32	5					
ENSG00000297711	41062203	41063405		9					
ENSG00000207391	79534853	79534954	Y_RNA	5					
ENSG00000289695	50924969	50970700		12					
ENSG00000297716	119368770	119447327		9					
ENSG00000277818	79562745	79562846	Y_RNA	5					
ENSG00000271018	50756892	50757433		12					
ENSG00000297737	119762062	119777937		9					
ENSG00000123268	50763710	50821162	ATF1	12	ENSMUSG00000023027	15	100125700	100159125	Atf1
ENSG00000297756	31336548	31414201		9					
ENSG00000164329	79612120	79688246	TENT2	5	ENSMUSG00000042167	13	93282790	93328893	Tent2
ENSG00000297757	65590864	65593542		9					
ENSG00000242366	233617633	233773300	UGT1A8	2	ENSMUSG00000090165	1	87983110	88146726	Ugt1a10
ENSG00000242366	233617633	233773300	UGT1A8	2	ENSMUSG00000089675	1	88015535	88146726	Ugt1a8
ENSG00000242366	233617633	233773300	UGT1A8	2	ENSMUSG00000090175	1	87998522	88146719	Ugt1a9
ENSG00000225960	119968736	119974325		9					
ENSG00000137875	52109263	52112775	BCL2L10	15					
ENSG00000168653	39026318	39034636	NDUFS5	1	ENSMUSG00000028648	4	123606503	123611995	Ndufs5
ENSG00000261432	119934763	119937832	LINC01613	9					
ENSG00000297814	112379221	112379802		9					
ENSG00000128607	130070534	130135705	KLHDC10	7	ENSMUSG00000029775	6	30401867	30455178	Klhdc10
